Unnamed: 0,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
27,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size_p == ""0""')",4,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
28,"('pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
29,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,"('isEmpty == ""False""', 'pushInput_p == ""none""', 'size == ""1""')",3,1.0,0.20790737947600693,4.736027515047292,788852578.0682644
30,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'size == ""1""')",3,"('isEmpty == ""False""', 'pushInput_p == ""none""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
31,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""')",3,"('isEmpty == ""False""', 'size == ""1""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
32,"('isEmpty == ""False""', 'size_p == ""0""')",2,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""')",5,1.0,0.20790737947600693,4.809834083428495,792092620.523993
33,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",5,1.0,0.20790737947600693,4.809834083428495,792092620.523993
34,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",5,1.0,0.20790737947600693,4.809834083428495,792092620.523993
35,"('calledMethod == ""push""', 'isEmpty == ""False""', 'size_p == ""0""')",3,"('isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size == ""1""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
36,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""')",3,"('pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
37,"('isEmpty_p == ""True""', 'size == ""1""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'isEmpty == ""False""', 'pushInput_p == ""none""')",3,1.0,0.20790737947600693,4.178327595261715,760669794.9835205
38,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
39,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'size == ""1""')",3,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
40,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""')",3,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
41,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,"('isEmpty == ""False""', 'pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
42,"('isEmpty == ""False""', 'pushInput == ""class java.lang.Float""')",2,"('calledMethod == ""push""',)",1,1.0,0.2067621920563097,1.8214749052428072,450994357.8571029
43,"('calledMethod == ""push""', 'pushInput == ""class java.lang.Float""')",2,"('isEmpty == ""False""',)",1,1.0,0.2067621920563097,1.6496716968091234,393818781.073683
44,"('pushInput == ""class java.lang.Float""',)",1,"('calledMethod == ""push""', 'isEmpty == ""False""')",2,1.0,0.2067621920563097,1.8214749052428072,450994357.8571029
45,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'isEmpty == ""False""')",2,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
46,"('isEmpty == ""False""', 'size == ""1""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
47,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'size == ""1""')",2,1.0,0.20790737947600693,2.7139175257731956,631528964.8622981
48,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('calledMethod == ""push""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
49,"('calledMethod == ""push""', 'size == ""1""', 'size_p == ""0""')",3,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
50,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,"('isEmpty == ""False""', 'size == ""1""')",2,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
51,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('isEmpty == ""False""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
52,"('calledMethod == ""push""', 'isEmpty == ""False""', 'size_p == ""0""')",3,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
53,"('calledMethod_p == ""clear""',)",1,"('pushInput_p == ""none""',)",1,1.0,0.2053656220322887,2.5754981655995968,611725601.9216803
54,"('calledMethod_p == ""push""', 'pushInput == ""none""', 'size == ""0""')",3,"('isEmpty_p == ""False""',)",1,1.0,0.20033796994581307,2.21348418807382,548223562.9294453
55,"('calledMethod_p == ""push""', 'isEmpty_p == ""False""', 'size == ""0""')",3,"('pushInput == ""none""',)",1,1.0,0.20033796994581307,2.217322639581333,549005642.142897
56,"('calledMethod_p == ""push""', 'size == ""0""')",2,"('isEmpty_p == ""False""', 'pushInput == ""none""')",2,1.0,0.20033796994581307,3.686746987951807,728758169.9346405
57,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""')",4,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
58,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'size == ""1""', 'size_p == ""0""')",4,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
59,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size_p == ""0""')",4,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
60,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size == ""1""')",4,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
61,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",4,"('isEmpty == ""False""', 'pushInput_p == ""none""', 'size == ""1""')",3,1.0,0.20790737947600693,4.736027515047292,788852578.0682644
62,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",4,"('isEmpty == ""False""', 'pushInput_p == ""none""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
63,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",4,"('isEmpty == ""False""', 'size == ""1""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
64,"('calledMethod == ""push""', 'isEmpty == ""False""', 'size == ""1""', 'size_p == ""0""')",4,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",3,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
65,"('calledMethod == ""push""', 'isEmpty == ""False""', 'pushInput_p == ""none""', 'size_p == ""0""')",4,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
66,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",5,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
67,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",2,"('isEmpty_p == ""True""',)",1,1.0,0.3390034076308586,2.9498228557304116,660996592.3691412
68,"('isEmpty_p == ""True""', 'pushInput_p == ""none""')",2,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.3390034076308586,2.9498228557304116,660996592.3691412
69,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",2,"('pushInput_p == ""none""',)",1,1.0,0.3390034076308586,2.5754981655995968,611725601.9216803
70,"('peek_obj_type_p == ""EmptyObject""',)",1,"('isEmpty_p == ""True""', 'pushInput_p == ""none""')",2,1.0,0.3390034076308586,2.9498228557304116,660996592.3691412
71,"('isEmpty_p == ""True""',)",1,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",2,1.0,0.3390034076308586,2.9498228557304116,660996592.3691412
72,"('isEmpty_p == ""True""', 'size == ""1""')",2,"('calledMethod == ""push""',)",1,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
73,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
74,"('size == ""1""', 'size_p == ""0""')",2,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
75,"('isEmpty_p == ""True""', 'size == ""1""')",2,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
76,"('isEmpty_p == ""True""', 'size == ""1""', 'size_p == ""0""')",3,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
77,"('isEmpty == ""False""', 'size == ""1""', 'size_p == ""0""')",3,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
78,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
79,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size == ""1""')",3,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
80,"('size == ""1""', 'size_p == ""0""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
81,"('isEmpty_p == ""True""', 'size == ""1""')",2,"('isEmpty == ""False""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
82,"('isEmpty == ""False""', 'size_p == ""0""')",2,"('isEmpty_p == ""True""', 'size == ""1""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
83,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,"('size == ""1""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
84,"('peek_obj_type_p == ""EmptyObject""',)",1,"('pushInput_p == ""none""',)",1,1.0,0.3390034076308586,2.5754981655995968,611725601.9216803
85,"('calledMethod == ""push""', 'isEmpty == ""False""', 'size_p == ""0""')",3,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
86,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",3,"('pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
87,"('size == ""1""', 'size_p == ""0""')",2,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
88,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,"('calledMethod == ""push""', 'isEmpty == ""False""', 'pushInput_p == ""none""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
89,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",4,"('size == ""1""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
90,"('pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
91,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'isEmpty == ""False""', 'pushInput_p == ""none""')",3,1.0,0.20790737947600693,4.178327595261715,760669794.9835205
92,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
93,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'size == ""1""')",3,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
94,"('size == ""1""', 'size_p == ""0""')",2,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
95,"('isEmpty_p == ""True""', 'size == ""1""')",2,"('calledMethod == ""push""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
96,"('calledMethod == ""push""', 'size_p == ""0""')",2,"('isEmpty_p == ""True""', 'size == ""1""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
97,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,"('size == ""1""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
98,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",4,"('calledMethod == ""push""',)",1,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
99,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",4,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
100,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",4,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
101,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""', 'size == ""1""')",4,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
102,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",3,"('calledMethod == ""push""',)",1,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
103,"('calledMethod == ""push""', 'size == ""1""', 'size_p == ""0""')",3,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
104,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
105,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
106,"('size == ""1""', 'size_p == ""0""')",2,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
107,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,"('calledMethod == ""push""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
108,"('calledMethod == ""push""', 'size_p == ""0""')",2,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
109,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,"('size == ""1""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
110,"('calledMethod == ""clear""', 'pushInput == ""none""', 'size == ""0""')",3,"('isEmpty == ""True""',)",1,1.0,0.22893972403776325,2.5392389801056767,606181218.9263169
111,"('calledMethod == ""clear""', 'isEmpty == ""True""', 'size == ""0""')",3,"('pushInput == ""none""',)",1,1.0,0.22893972403776325,2.217322639581333,549005642.142897
112,"('calledMethod == ""clear""', 'isEmpty == ""True""', 'pushInput == ""none""')",3,"('size == ""0""',)",1,1.0,0.22893972403776325,2.5392389801056767,606181218.9263169
113,"('calledMethod == ""clear""', 'size == ""0""')",2,"('isEmpty == ""True""', 'pushInput == ""none""')",2,1.0,0.22893972403776325,2.5392389801056767,606181218.9263169
114,"('calledMethod == ""clear""', 'pushInput == ""none""')",2,"('isEmpty == ""True""', 'size == ""0""')",2,1.0,0.22893972403776325,2.5392389801056767,606181218.9263169
115,"('calledMethod == ""clear""', 'isEmpty == ""True""')",2,"('pushInput == ""none""', 'size == ""0""')",2,1.0,0.22893972403776325,2.5392389801056767,606181218.9263169
116,"('calledMethod == ""clear""',)",1,"('isEmpty == ""True""', 'pushInput == ""none""', 'size == ""0""')",3,1.0,0.22893972403776325,2.5392389801056767,606181218.9263169
117,"('calledMethod == ""push""', 'pushInput_p == ""none""', 'size_p == ""0""')",3,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
118,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,"('pushInput_p == ""none""',)",1,1.0,0.20790737947600693,2.5754981655995968,611725601.9216803
119,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",3,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
120,"('calledMethod == ""push""', 'size_p == ""0""')",2,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
121,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,"('pushInput_p == ""none""', 'size_p == ""0""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
122,"('calledMethod == ""push""', 'isEmpty == ""False""', 'size == ""1""', 'size_p == ""0""')",4,"('isEmpty_p == ""True""', 'pushInput_p == ""none""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
123,"('calledMethod == ""push""', 'size_p == ""0""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size == ""1""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
124,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,"('isEmpty == ""False""', 'pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
125,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""', 'size_p == ""0""')",4,"('pushInput_p == ""none""', 'size == ""1""')",2,1.0,0.20790737947600693,4.736027515047292,788852578.0682644
